Symbol,Name,MarketCap_Cr,BSECode,Segment,Exchange,Platform
POLSON,Polson Ltd,147.33,507645,micro,BSE,BSE Main Board+BSE SME
AGOL,Ashapuri Gold Ornament Ltd,147.33,542579,micro,BSE,BSE Main Board+BSE SME
KVFORGE,Krishanveer Forge Ltd,147.68,513369,micro,BSE,BSE Main Board+BSE SME
ROLLT,Rollatainers Limited,147.83,502448,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
JAFINANCE,J.A. Finance Ltd,147.96,543860,micro,BSE,BSE Main Board+BSE SME
MKPL,M K Proteins Limited,148.27,543919,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
MENAMANI,Mena Mani Industries Ltd,148.51,531127,micro,BSE,BSE Main Board+BSE SME
ONEINDIG,Oneindig Technologies Ltd,148.57,544852,micro,BSE,BSE Main Board+BSE SME
GOURMET,Gourmet Gateway India Ltd,148.77,506134,micro,BSE,BSE Main Board+BSE SME
METAINFO,Meta Infotech Ltd,149.16,544441,micro,BSE,BSE Main Board+BSE SME
STEELCO,Steelco Gujarat Ltd,149.91,500399,micro,BSE,BSE Main Board+BSE SME
PROFINC,Pro Fin Capital Services Ltd,149.93,511557,micro,BSE,BSE Main Board+BSE SME
ISFT,Intrasoft Technologies Limited,149.95,533181,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
PML,Paul Merchants Limited,149.97,539113,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
HBGHOTELS,HBG Hotels Ltd,150.04,537839,micro,BSE,BSE Main Board+BSE SME
DHPIND,DHP India Ltd,150.39,531306,micro,BSE,BSE Main Board+BSE SME
BRADYM,Brady & Morris Engineering Company Ltd,150.46,505690,micro,BSE,BSE Main Board+BSE SME
YAASHVI,Yaashvi Jewellers Ltd,150.72,544770,micro,BSE,BSE Main Board+BSE SME
CHLLTD,CHL Ltd,150.81,532992,micro,BSE,BSE Main Board+BSE SME
INFRAX,Infrax Renewable Ltd,150.83,544919,micro,BSE,BSE Main Board+BSE SME
ACEMEN,Ace Men Engg Works Ltd,151.23,539661,micro,BSE,BSE Main Board+BSE SME
NBL,Naapbooks Ltd,151.27,543351,micro,BSE,BSE Main Board+BSE SME
DTIL,Dhunseri Tea & Industries Limited,151.36,538902,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
ATISHAY,Atishay Ltd,151.63,538713,micro,BSE,BSE Main Board+BSE SME
DOLLEX,Dollex Agrotech Limited,151.81,544908,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
LAL,Lorenzini Apparels Limited,151.84,540952,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
AEL,Amba Enterprises Ltd,152.12,539196,micro,BSE,BSE Main Board+BSE SME
RAINBOWF,Rainbow Foundations Ltd,152.13,531694,micro,BSE,BSE Main Board+BSE SME
MON100,Motilal Oswal NASDAQ 100 ETF,152.28,533385,micro,BSE,BSE Main Board+BSE SME
KAVDEFENCE,Kavveri Defence & Wireless Technologies Limited,152.46,590041,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
VASWANI,Vaswani Industries Limited,153.03,533576,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
PRAENG,Prajay Engineers Syndicate Limited,153.51,531746,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
BHARATGEAR,Bharat Gears Limited,153.55,505688,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
SRTL,Shree Ram Twistex Limited,153.7,544716,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
GALLARD,Gallard Steel Ltd,153.9,544616,micro,BSE,BSE Main Board+BSE SME
VIRINCHI,Virinchi Limited,154.67,532372,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
LIPPISYS,Lippi Systems Ltd,154.74,526604,micro,BSE,BSE Main Board+BSE SME
INDOUS,Indo Us Biotech Limited,154.8,541304,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
BDI,B. D. Industries (Pune) Ltd,154.89,544468,micro,BSE,BSE Main Board+BSE SME
GALAGEX,Galaxy Agrico Exports Ltd,154.93,531911,micro,BSE,BSE Main Board+BSE SME
ACTIVE,Active Clothing Co Ltd,154.97,541144,micro,BSE,BSE Main Board+BSE SME
AMJLAND,Amj Land Holdings Limited,155.39,500343,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
VLL,Virat Leasing Ltd,155.77,539167,micro,BSE,BSE Main Board+BSE SME
AUROLAB,Auro Laboratories Ltd,155.87,530233,micro,BSE,BSE Main Board+BSE SME
MAHAPEXLTD,Maha Rashtra Apex Corporation Limited,156.36,523384,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
MSL,Mangalam Seeds Limited,156.47,539275,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
OMEGAIN,Omega Interactive Technologies Ltd,156.66,511644,micro,BSE,BSE Main Board+BSE SME
INCREDIBLE,INCREDIBLE INDUSTRIES LIMITED,156.71,538365,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
PRIMAPLA,Prima Plastics Ltd,156.92,530589,micro,BSE,BSE Main Board+BSE SME
BYKE,The Byke Hospitality Ltd,157.36,531373,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
ALPHAIND,Alphalogic Industries Ltd,157.93,543937,micro,BSE,BSE Main Board+BSE SME
KPT,KPT Industries Ltd,158.13,505299,micro,BSE,BSE Main Board+BSE SME
FILATFASH,Filatex Fashions Limited,158.35,532022,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
WINSOMTX,Winsome Textile Industries Ltd,159.57,514470,micro,BSE,BSE Main Board+BSE SME
CANDOUR,Candour Techtex Ltd,159.63,522292,micro,BSE,BSE Main Board+BSE SME
KLASSROOM,Fusion Klassroom Edutech Ltd,159.64,544856,micro,BSE,BSE Main Board+BSE SME
SYSCHEM,Syschem India Ltd,159.67,531173,micro,BSE,BSE Main Board+BSE SME
KVSCASTING,KVS Castings Ltd,160.28,544554,micro,BSE,BSE Main Board+BSE SME
JSTL,Jeevan Scientific Technology Ltd,161.42,538837,micro,BSE,BSE Main Board+BSE SME
LAKSHMIEW,Lakshmi Engineering And Warehousing Ltd,161.51,505302,micro,BSE,BSE Main Board+BSE SME
MHLXMIRU,Mahalaxmi Rubtech Limited,161.53,514450,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
GLOBUSCON,Globus Constructors & Developers Ltd,161.58,526025,micro,BSE,BSE Main Board+BSE SME
METROGLOBL,Metroglobal Limited,161.95,500159,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
MANAS,Manas Properties Ltd,162.24,540402,micro,BSE,BSE Main Board+BSE SME
GTTDATA,GTT Data Solutions Ltd,162.39,530457,micro,BSE,BSE Main Board+BSE SME
HBESD,HB Estate Developers Limited,163.02,532334,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
ACHYUT,Achyut Healthcare Ltd,163.16,543499,micro,BSE,BSE Main Board+BSE SME
RAAJMEDI,Raaj Medisafe India Ltd,163.51,524502,micro,BSE,BSE Main Board+BSE SME
MODTHREAD,Modern Threads (India) Limited,163.83,500282,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
DHOOTIN,Dhoot Industrial Finance Ltd,164.11,526971,micro,BSE,BSE Main Board+BSE SME
RAPICUT,Rapicut Carbides Ltd,164.36,500360,micro,BSE,BSE Main Board+BSE SME
DHAVAL,Dhaval Packaging Ltd,164.77,544854,micro,BSE,BSE Main Board+BSE SME
AARTECH,Aartech Solonics Limited,164.82,542580,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
BAIDFIN,Baid Finserv Limited,165.11,511724,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
TILAK,Tilak Ventures Ltd,165.8,503663,micro,BSE,BSE Main Board+BSE SME
STRATMONT,Stratmont Industries Ltd,165.8,530495,micro,BSE,BSE Main Board+BSE SME
ECOBOAR,Ecoboard Industries Ltd,166.02,523732,micro,BSE,BSE Main Board+BSE SME
MODULEX,Modulex Construction Technologies Ltd,166.27,504273,micro,BSE,BSE Main Board+BSE SME
SURYALA,Suryalata Spinning Mills Limited,166.84,514138,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
FOCUS,Focus Lighting and Fixtures Limited,167.6,543312,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
SKCIL,Shri Keshav Cements And Infra Ltd,168.14,530977,micro,BSE,BSE Main Board+BSE SME
AVANCE,Avance Technologies Limited,168.46,512149,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
KANCHI,Kanchi Karpooram Limited,169.32,538896,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
WARDINMOBI,Wardwizard Innovations & Mobility Limited,169.96,538970,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
GOLDENCREST,Golden Crest Education & Services Ltd,170.36,540062,micro,BSE,BSE Main Board+BSE SME
RACE,Race Eco Chain Limited,170.38,537785,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
SNL,SNL Bearings Ltd,170.55,505827,micro,BSE,BSE Main Board+BSE SME
VIPULLTD,Vipul Limited,170.56,511726,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
AERONEU,Aeroflex Neu Limited,171.0,543743,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
PILITA,PIL ITALICA LIFESTYLE LIMITED,171.08,500327,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
EMMBI,Emmbi Industries Limited,171.24,533161,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
FIL,Fractal Industries Ltd,171.85,544707,micro,BSE,BSE Main Board+BSE SME
MURUDCERA,Murudeshwar Ceramics Limited,172.13,515037,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
SAKTHIFIN,Sakthi Finance Ltd,172.31,511066,micro,BSE,BSE Main Board+BSE SME
NIRAJ,Niraj Cement Structurals Limited,172.64,532986,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
INFLAME,Inflame Appliances Ltd,172.67,541083,micro,BSE,BSE Main Board+BSE SME
TRIGYN,Trigyn Technologies Limited,172.68,517562,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
DOLFIN,Dolfin Rubbers Ltd,172.82,542013,micro,BSE,BSE Main Board+BSE SME
SMR,SMR Jewels Ltd,172.92,544774,micro,BSE,BSE Main Board+BSE SME
CCME,CCME Global Ltd,173.17,514336,micro,BSE,BSE Main Board+BSE SME
ALANSCOTT,Alan Scott Enterprises Ltd,173.9,539115,micro,BSE,BSE Main Board+BSE SME
BALPHARMA,Bal Pharma Limited,174.02,524824,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
CAPRIHANS,Caprihans India Ltd,174.03,509486,micro,BSE,BSE Main Board+BSE SME
SHAHALLOYS,Shah Alloys Limited,174.42,513436,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
ATALREAL,Atal Realtech Limited,174.45,543911,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
BROOKS,Brooks Laboratories Limited,174.74,533543,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
NATCAPSUQ,Natural Capsules Limited,175.27,524654,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
LASTMILE,Last Mile Enterprises Ltd,176.11,526961,micro,BSE,BSE Main Board+BSE SME
SMRUTHIORG,Smruthi Organics Ltd,176.67,540686,micro,BSE,BSE Main Board+BSE SME
ELFIN,Elfin Agro India Ltd,176.77,544724,micro,BSE,BSE Main Board+BSE SME
TEXMOPIPES,Texmo Pipes and Products Limited,176.78,533164,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
CRESCENTIS,Crescentis Capital Ltd,176.94,511571,micro,BSE,BSE Main Board+BSE SME
DEL,Dhanashree Electronics Ltd,177.02,542679,micro,BSE,BSE Main Board+BSE SME
IPRINGLTD,IP Rings Limited,177.4,523638,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
SANGAMFIN,Sangam Finserv Ltd,177.59,538714,micro,BSE,BSE Main Board+BSE SME
COROENGG,Coromandel Engineering Company Ltd,177.87,533167,micro,BSE,BSE Main Board+BSE SME
KREONFIN,Kreon Finnancial Services Ltd,178.3,530139,micro,BSE,BSE Main Board+BSE SME
RATHIST,Rathi Steel & Power Ltd,178.34,504903,micro,BSE,BSE Main Board+BSE SME
AJANTSOY,Ajanta Soya Ltd,178.35,519216,micro,BSE,BSE Main Board+BSE SME
FARMPEACE,Farm Peace Ltd,178.57,544905,micro,BSE,BSE Main Board+BSE SME
EARKART,Earkart Ltd,178.8,544549,micro,BSE,BSE Main Board+BSE SME
KINGSINFR,Kings Infra Ventures Ltd,178.89,530215,micro,BSE,BSE Main Board+BSE SME
ALPINEHOU,Alpine Housing Development Corporation Ltd,179.02,526519,micro,BSE,BSE Main Board+BSE SME
ESSENTIA,Integra Essentia Limited,179.04,535958,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
KVTOYS,K. V. Toys India Ltd,179.48,544641,micro,BSE,BSE Main Board+BSE SME
SUPERHOUSE,Superhouse Limited,182.24,523283,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
SHREYANIND,Shreyans Industries Limited,182.28,516016,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
UMIYA-MRO,UMIYA BUILDCON LIMITED,182.49,532376,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
KRATIKAL,Kratikal Tech Ltd,182.66,544811,micro,BSE,BSE Main Board+BSE SME
EMERGENT,Emergent Industrial Solutions Ltd,182.76,506180,micro,BSE,BSE Main Board+BSE SME
COMFINTE,Comfort Intech Limited,183.32,531216,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
GLITTEKG,Glittek Granites Ltd,184.29,513528,micro,BSE,BSE Main Board+BSE SME
DRCSYSTEMS,DRC Systems India Limited,184.42,543268,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
RAMAVISION,Rama Vision Ltd,185.48,523289,micro,BSE,BSE Main Board+BSE SME
WATERBASE,Waterbase Limited,185.55,523660,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
BAROEXT,Baroda Extrusion Ltd,185.64,513502,micro,BSE,BSE Main Board+BSE SME
VIKASECO,Vikas EcoTech Limited,185.71,530961,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
DHINDIA,D & H India Ltd,186.02,517514,micro,BSE,BSE Main Board+BSE SME
SHHARICH,Shree Hari Chemicals Export Ltd,186.04,524336,micro,BSE,BSE Main Board+BSE SME
QUESTFLOW,Quest Flow Controls Ltd,186.12,543982,micro,BSE,BSE Main Board+BSE SME
GTIL,Gabion Technologies India Ltd,186.59,544675,micro,BSE,BSE Main Board+BSE SME
GLOBALVECT,Global Vectra Helicorp Limited,186.9,532773,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
ABANSENT,Abans Enterprises Limited,187.28,512165,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
NIDHGRN,Nidhi Granites Ltd,187.4,512103,micro,BSE,BSE Main Board+BSE SME
ALPHAGEO,Alphageo (India) Limited,188.91,526397,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
NANTA,Nanta Tech Ltd,188.92,544668,micro,BSE,BSE Main Board+BSE SME
CNINFOTECH,Capitalnumbers Infotech Ltd,188.99,544343,micro,BSE,BSE Main Board+BSE SME
ZODIACLOTH,Zodiac Clothing Company Limited,189.19,521163,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
APOLLOFI,Apollo Finvest India Ltd,189.19,512437,micro,BSE,BSE Main Board+BSE SME
AJCJEWEL,AJC Jewel Manufacturers Ltd,189.3,544425,micro,BSE,BSE Main Board+BSE SME
TTL,T T Limited,190.12,514142,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
KARBON,Karbonsteel Engineering Ltd,190.56,544511,micro,BSE,BSE Main Board+BSE SME
PANAENERG,Panasonic Energy India Company Ltd,190.76,504093,micro,BSE,BSE Main Board+BSE SME
APLAB,Aplab Ltd,190.96,517096,micro,BSE,BSE Main Board+BSE SME
BCONCEPTS,Brand Concepts Limited,190.97,543442,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
KARTKIN,Kartik Investments Trust Ltd,191.19,501151,micro,BSE,BSE Main Board+BSE SME
ATHARVA,Atharva Poly-Plast Ltd,191.3,544812,micro,BSE,BSE Main Board+BSE SME
MACPLASQ,Machino Plastics Ltd,191.53,523248,micro,BSE,BSE Main Board+BSE SME
MNFL,Mother Nutri Foods Ltd,191.85,544623,micro,BSE,BSE Main Board+BSE SME
VIPCLOTHNG,VIP Clothing Limited,191.98,532613,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
RIKHAV,Rikhav Securities Ltd,192.03,544340,micro,BSE,BSE Main Board+BSE SME
RADIXIND,Radix Industries (India) Ltd,192.54,531412,micro,BSE,BSE Main Board+BSE SME
SALSAIN,Shree Salasar Investments Ltd,192.74,503635,micro,BSE,BSE Main Board+BSE SME
EKI,EKI Energy Services Limited,193.03,543284,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
INTENTECH,Intense Technologies Limited,193.43,532326,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
SAVERA,Savera Industries Ltd,193.53,512634,micro,BSE,BSE Main Board+BSE SME
JUSTO,Justo Realfintech Ltd,193.62,544542,micro,BSE,BSE Main Board+BSE SME
AMRAPLIN,Amrapali Industries Ltd,193.72,526241,micro,BSE,BSE Main Board+BSE SME
LAKSELEC,Lakshmi Electrical Control Systems Ltd,193.74,504258,micro,BSE,BSE Main Board+BSE SME
TRADEUNO,Game Changers Texfab Ltd,194.58,544594,micro,BSE,BSE Main Board+BSE SME
ADCOUNTY,Adcounty Media India Ltd,194.64,544435,micro,BSE,BSE Main Board+BSE SME
PANCARBON,Panasonic Carbon India Company Ltd,194.98,508941,micro,BSE,BSE Main Board+BSE SME
JASCH,Jasch Industries Ltd,195.1,500220,micro,BSE,BSE Main Board+BSE SME
NTCIND,NTC Industries Limited,195.21,526723,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
SHIVAM,Shivam Chemicals Ltd,195.27,544165,micro,BSE,BSE Main Board+BSE SME
LANDMARC,Landmarc Leisure Corporation Ltd,196.0,532275,micro,BSE,BSE Main Board+BSE SME
ROSSELLIND,Rossell India Limited,196.02,533168,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
OXYGENTAPH,Oxygenta Pharmaceutical Ltd,196.2,524636,micro,BSE,BSE Main Board+BSE SME
AASHKA,Aashka Hospitals Ltd,196.56,543346,micro,BSE,BSE Main Board+BSE SME
MAXIMUS,Maximus International Ltd,196.57,540401,micro,BSE,BSE Main Board+BSE SME
JUJHARLOGI,Jujhar Logistics Ltd,196.58,534796,micro,BSE,BSE Main Board+BSE SME
JHACC,Jhaveri Credits & Capital Ltd,196.74,531550,micro,BSE,BSE Main Board+BSE SME
BAMBINO,Bambino Agro Industries Ltd,196.94,519295,micro,BSE,BSE Main Board+BSE SME
RRIL,RRIL Limited,196.97,531307,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
RESONANCE,Resonance Specialties Ltd,197.4,524218,micro,BSE,BSE Main Board+BSE SME
CROPSTER,Cropster Agro Ltd,197.4,523105,micro,BSE,BSE Main Board+BSE SME
PARSHVA,Parshva Enterprises Ltd,197.68,542694,micro,BSE,BSE Main Board+BSE SME
AVIVA,Aviva Industries Ltd,197.92,512109,micro,BSE,BSE Main Board+BSE SME
HINDADH,Hindustan Adhesives Limited,198.03,514428,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
NHCFOODS,NHC Foods Ltd,198.2,517554,micro,BSE,BSE Main Board+BSE SME
CUPIDALBV,Cupid Breweries And Distilleries Ltd,198.21,512361,micro,BSE,BSE Main Board+BSE SME
ALPINETEX,Alpine Texworld Limited,199.23,544825,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
BASML,Bannari Amman Spinning Mills Limited,199.24,532674,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
AFFORDABLE,Affordable Robotic & Automation Limited,199.45,541402,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
INJECTO,Injecto Polymers Ltd,199.48,544930,micro,BSE,BSE Main Board+BSE SME
VIJSOLX,Vijay Solvex Limited,201.68,531069,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
AARVI,Aarvi Encon Limited,201.88,544850,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
AEIM,Artificial Electronics Intelligent Material Ltd,201.99,526443,micro,BSE,BSE Main Board+BSE SME
BALAJEE,Shree Tirupati Balajee Agro Trading Company Limited,202.21,544249,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
SHAHLON,Shahlon Silk Industries Ltd,202.27,542862,micro,BSE,BSE Main Board+BSE SME
SHRIDINE,Shri Dinesh Mills Ltd,202.49,503804,micro,BSE,BSE Main Board+BSE SME
NECCLTD,North Eastern Carrying Corporation Limited,202.52,534615,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
RUDRA,Rudra Global Infra Products Limited,203.0,539226,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
GGAUTO,GG Automotive Gears Ltd,203.65,531399,micro,BSE,BSE Main Board+BSE SME
AUSOMENT,Ausom Enterprise Limited,203.81,509009,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
NSL,Northern Spirits Ltd,203.85,542628,micro,BSE,BSE Main Board+BSE SME
BRPL,Bansal Roofing Products Ltd,204.41,538546,micro,BSE,BSE Main Board+BSE SME
ARCL,ARCL Organics Limited,204.52,543993,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
RVTH,Revathi Equipment India Limited,205.32,544246,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
ASMS,Avio Smart Market Stack Limited,205.59,532694,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
CORALAB,Coral Laboratories Ltd,205.73,524506,micro,BSE,BSE Main Board+BSE SME
BGWTATO,Bhagwati Autocast Ltd,205.9,504646,micro,BSE,BSE Main Board+BSE SME
NEAGI,Neelamalai Agro Industries Limited,206.15,508670,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
SICAGEN,Sicagen India Limited,206.17,533014,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
ARCHIDPLY,Archidply Industries Limited,206.3,532994,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
PATELSAI,Patels Airtemp India Ltd,206.61,517417,micro,BSE,BSE Main Board+BSE SME
ALANKIT,Alankit Limited,207.44,531082,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
TAINWALCHM,Tainwala Chemical and Plastic (I) Limited,207.88,507785,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
AIRAN,Airan Limited,208.53,543811,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
RADIOCITY,Music Broadcast Limited,208.79,540366,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
COSMOFE,Cosmo Ferrites Ltd,209.32,523100,micro,BSE,BSE Main Board+BSE SME
MADHAVIPL,Madhav Infra Projects Limited,209.73,539894,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
SIGIND,Signet Industries Limited,209.89,512131,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
SHIVATEX,Shiva Texyarn Limited,210.06,511108,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
SRGHFL,SRG Housing Finance Limited,210.17,534680,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
VSTL,Vibhor Steel Tubes Limited,210.2,544124,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
SCAGRO,SC Agrotech Ltd,210.35,526081,micro,BSE,BSE Main Board+BSE SME
EXPOEAPL,Expo Engineering And Projects Ltd,210.48,526614,micro,BSE,BSE Main Board+BSE SME
MLKFOOD,Milkfood Limited,210.55,507621,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
NOVELIX,Novelix Pharmaceuticals Ltd,211.34,536565,micro,BSE,BSE Main Board+BSE SME
CCHHL,Country Club Hospitality & Holidays Limited,211.52,526550,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
JAYSYNTH,Jaysynth Orgochem Ltd,212.75,524592,micro,BSE,BSE Main Board+BSE SME
CENTEXT,Century Extrusions Limited,213.07,500083,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
ASIIL,ASI Industries Ltd,213.66,502015,micro,BSE,BSE Main Board+BSE SME
ALFREDHE,Alfred Herbert India Limited,213.69,505216,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
NECLIFE,Nectar Lifesciences Limited,214.27,532649,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
ANL,Accretion Nutraveda Ltd,214.3,544694,micro,BSE,BSE Main Board+BSE SME
SANJIVIN,Sanjivani Paranteral Ltd,214.36,531569,micro,BSE,BSE Main Board+BSE SME
PIGL,Power & Instrumentation (Gujarat) Limited,214.4,543912,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
HAMPTON,Hampton Sky Realty Limited,214.7,526407,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
MULTIBASE,Multibase India Ltd,214.73,526169,micro,BSE,BSE Main Board+BSE SME
AMPL,AMPL Capital Ltd,215.24,539598,micro,BSE,BSE Main Board+BSE SME
NOVAAGRI,Nova Agritech Limited,215.57,544100,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
GILLANDERS,Gillanders Arbuthnot & Company Limited,215.77,532716,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
PAVNAIND,Pavna Industries Limited,216.13,543915,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
SAMOR,Samor Reality Ltd,216.19,543376,micro,BSE,BSE Main Board+BSE SME
VAARAD,Vaarad Ventures Ltd,216.42,532320,micro,BSE,BSE Main Board+BSE SME
SPITZE,Maruti Interior Products Ltd,216.81,543464,micro,BSE,BSE Main Board+BSE SME
SAKHTISUG,Sakthi Sugars Limited,216.9,507315,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
PRIMEFRESH,Prime Fresh Ltd,217.32,540404,micro,BSE,BSE Main Board+BSE SME
RANASUG,Rana Sugars Limited,217.91,507490,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
WAAREE,Waaree Technologies Ltd,218.05,539337,micro,BSE,BSE Main Board+BSE SME
TEAMGTY,Team India Guaranty Limited,218.44,511559,micro,NSE+BSE,BSE Main Board+BSE SME+NSE Main Board
